Plateifu,Age,Distance,Redshift,Velocity,X,Y,Z,Frame,Filename,Pixels,Shape,Adjusted_Pixels,Adjusted_Length
12027-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12027-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
12027-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12027-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
9677-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9677-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12037-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12037-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
12037-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12037-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12043-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12043-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12043-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12043-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12042-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12042-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
9678-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9678-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
9674-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9674-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9678-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9678-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12767-1902,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2,manga-12767-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",27.0,5.0
10489-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10489-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10489-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10489-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
10489-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10489-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10489-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10489-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
10488-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10488-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10488-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10488-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10488-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10488-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9674-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9674-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
11987-9101,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
10489-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10489-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10488-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10488-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10487-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10487-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10487-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10487-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10487-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10487-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10487-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10487-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10487-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10487-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10487-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10487-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10487-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10487-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10486-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10486-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10486-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10486-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10488-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10488-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10489-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10489-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
10489-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10489-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10490-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10490-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12027-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12027-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12027-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12027-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12027-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12027-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12027-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12027-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12027-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12027-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12043-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12043-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
11987-6103,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",78.0,8.0
11987-6102,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",78.0,8.0
11843-12705,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2,manga-11843-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5776,"(35, 76, 76)",155.0,12.0
12187-12705,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2,manga-12187-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
10491-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10491-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10491-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10491-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10491-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10491-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10491-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10491-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10491-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10491-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10491-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10491-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10491-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10491-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10490-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10490-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10490-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10490-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10490-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10490-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10490-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10490-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9678-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9678-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
10143-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10143-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
11987-9102,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
12035-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12035-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12045-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12045-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12045-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12045-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12045-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12045-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12045-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12045-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12045-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12045-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12044-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12044-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
12044-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12044-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
11987-12705,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12040-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12040-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12045-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12045-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
11987-3702,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",52.0,7.0
12041-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12041-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12041-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12041-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12041-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12041-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12030-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12030-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12040-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12040-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
12040-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12040-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
12040-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12040-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12040-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12040-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12040-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12040-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12042-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12042-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12045-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12045-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
12046-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12046-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12046-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12046-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
9675-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9675-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
9675-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9675-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9675-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9675-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9675-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9675-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
11987-6101,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",78.0,8.0
11987-3704,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2,manga-11987-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",52.0,7.0
12042-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12042-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9673-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9673-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9673-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9673-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9673-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9673-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12042-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12042-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12041-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12041-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
12041-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12041-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
12041-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12041-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12041-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12041-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9677-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9677-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
9677-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9677-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",110.0,10.0
12029-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12029-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
9677-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9677-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
9677-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9677-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12046-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12046-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
9677-6102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9677-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",78.0,8.0
12048-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12048-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
9673-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-9673-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
12037-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12037-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
10147-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10147-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10145-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10145-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
10144-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10144-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10141-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10141-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10145-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10145-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10144-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10144-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12037-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12037-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12037-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12037-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
12036-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-12036-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10147-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10147-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10150-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10150-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10150-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10150-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10150-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10150-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10143-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10143-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10143-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10143-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10143-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10143-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10143-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10143-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",147.0,12.0
10146-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10146-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10146-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10146-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10142-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10142-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10150-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10150-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10147-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10147-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10147-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10147-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10148-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10148-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10149-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10149-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10149-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10149-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",103.0,10.0
10149-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10149-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10149-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10149-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10149-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10149-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10149-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10149-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10144-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10144-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10144-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10144-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
10144-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,manga-10144-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",139.0,11.0
