Plateifu,Age,Distance,Redshift,Velocity,X,Y,Z 
12038-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12038-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050-12701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050-12702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050-12703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050-12704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050-12705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050-9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050-9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12066-12701,0.833892542669676,279.1332863352045,0.060273501999999986,18069.54131684791,234.6156483583975,-151.17677860723018,-4.058410477089283
12066-12702,0.22619779841193105,71.00632309571394,0.015834281,4746.998021652697,59.70888654909881,-38.426076338090716,-0.4283035127002894
12066-12703,0.3952895678417587,126.30649155325925,0.027914754999999996,8368.633015917789,106.71039219460829,-67.54336127639277,2.028879901107771
12066-12704,0.38586520675817704,123.17299750468788,0.02723583,8165.096421370139,104.0638476348532,-65.87404880019488,1.7066412597409726
12066-12705,0.924204602770869,312.3685423569183,0.06712813000000001,20124.50709364354,266.5545529143068,-162.84662220802662,1.9375784567696843
12066-1901,0.38158297552870823,121.75122763351577,0.026927562,8072.679999927395,104.37667905173328,-62.65365902610896,1.8410081585125468
12066-1902,1.515165822500584,545.9963144909001,0.11372,34092.39832376,465.2754359559519,-285.7109091523131,0.14326549996565344
12066-3701,0.3853255674915169,122.99375896921502,0.027196975,8153.44798541455,103.96457505832034,-65.6926095718999,-1.8201444871667365
12066-3702,1.484870639699138,533.3047919247332,0.11125491000000001,33353.38293346878,451.089777968262,-284.4339139456522,-5.418662195079399
12066-3703,0.38960030530211515,124.41414263026228,0.027504824000000004,8245.738793817392,105.99841868154812,-65.13924949401236,0.30380716135532015
12066-3704,0.7412695325045807,245.6898316743904,0.05331297600000001,15982.82811833501,210.28939891467647,-127.03000037364045,-2.289344309463781
12066-6101,0.3883874060939472,124.0109998640724,0.027417462,8219.548325101596,104.95181944321541,-66.02691329670584,-2.071328886238451
12066-6102,0.9802164962733526,333.2972197045723,0.07141354,21409.24069108132,281.38296049046454,-178.6264509869784,-1.8047759462566868
12066-6103,0.39162655104495636,125.08785148309182,0.027650794,8289.499498911651,106.36397247730507,-65.82983591687004,-0.32962199728533037
12066-6104,1.4476742403693945,517.8319401750052,0.10824,32449.53565392,445.1053709565823,-264.6262427370581,-2.019570717028364
12066-9101,1.0086096794567745,343.99983429729025,0.07359597000000001,22063.51674519426,291.06790860471176,-183.28445896278146,4.7080441547207865
12066-9102,0.38026561478215337,121.31409669454601,0.026832756,8044.257876154247,103.73944553189983,-62.869528582462834,-1.6309118205879258
12067-12701,0.7788416363063078,259.1784331937464,0.05612807699999998,16826.77416664326,228.8061099339288,-121.7309353924444,1.6744127772659807
12067-12702,1.1683208507726126,405.39608907253967,0.08600074,25782.37323441892,359.3969331118458,-187.4710771978757,5.867599115319561
12067-12703,0.7908179439166099,263.5001863792896,0.057027810000000005,17096.50733425698,237.52919667043162,-114.00810249583908,3.7922969712325916
12067-12704,1.2113862512424185,422.3043663772239,0.08938360000000001,26796.5291488888,374.7373234613299,-194.59388179942306,6.792454088128439
12067-12705,0.4696183434942172,151.23595159862887,0.033292945,9980.973815608808,134.71662162679127,-68.72890627959883,0.28697563814599014
12067-1901,0.3735934578826667,119.10195441498624,0.026352784,7900.365890503072,105.26660041008364,-55.70733499812008,0.9545737166221053
12067-1902,1.116572375226347,385.27860672570597,0.08195729600000001,24570.17921887357,343.3437123953388,-174.73018742623418,-4.905258513186971
12067-3701,0.533950071889278,173.12516505676183,0.037981900000000006,11386.6871605102,152.87738227720152,-81.19925683919227,-2.740338074820147
12067-3702,1.310091079469891,461.6361210425151,0.09719911,29139.56010231238,407.4947462216704,-216.91007464253514,2.441223358453876
12067-3703,1.6311769278854757,595.3493338219052,0.12324000000000002,36946.42252392,530.1039362134213,-270.91402736186143,6.019623891895327
12067-3704,0.7779421611269699,258.85428408293404,0.05606055000000001,16806.5300813319,230.7838842248172,-117.15887313006036,-4.258828135640929
12067-6101,0.6367708288144843,208.72329485702457,0.04554295,13653.4329250711,185.34138445538576,-95.98947214750935,-0.07912632832441417
12067-6102,0.7283709456486434,241.08339983077371,0.052349172999999985,15693.88724793723,214.5469991683271,-109.957925999064,-0.2129126932000806
12067-6103,1.212672265850179,422.81162025554886,0.08948487000000001,26826.88913111046,377.90648341262613,-189.61883193558268,-1.0269338879484309
12067-6104,0.63040361444554,206.4967194646992,0.045072320000000006,13512.34160056256,186.26132004589962,-89.14771571977936,0.5482575918684905
12067-9101,0.472187312777938,152.1044648873395,0.03347958,10036.92558100764,135.46731427289453,-69.16885012084916,0.21254484756302797
12067-9102,1.67511761782482,614.3585985152795,0.12687951,38037.52017273558,550.0690131995318,-273.57794650072674,3.9592266665453475
12068-12701,0.23213780759361927,72.9162509398549,0.016255071,4873.147690054518,66.76948093978821,-29.279317010295227,-1.1565731994940798
12068-12702,1.228585713438855,429.09978113924006,0.09073922,27202.93380080276,394.3316613545253,-169.19809462772287,-1.080648634761072
12068-12703,0.7611707729998072,252.82136901868046,0.054802659999999996,16429.42414633828,233.66752072017982,-96.52522252959142,1.0078732941202715
12068-12704,0.5180349842296612,167.68272584477128,0.036818925,11038.03602666765,153.86486344953508,-66.61465483316474,2.3639170558569407
12068-12705,0.8087088993389338,269.9763691087141,0.05837406200000002,17500.1035304244,248.8768221826583,-104.60163538418244,-2.4627489398379776
12068-1902,0.8434606449780594,282.62489401542524,0.060996525,18286.29815920845,256.2318693873794,-119.24208910856716,1.8395685645925828
12068-3701,1.898937718735877,713.9620782536144,0.14571313999999996,43683.70040349811,652.4334106980842,-289.9241156751534,4.06213479163398
12068-3703,0.5236569051317084,169.60318493829422,0.03722951600000001,11161.12811179033,156.24055279052837,-65.96201516399339,1.7727268341327411
12068-3704,0.5690947925611644,185.20740573934538,0.04055701600000001,12158.68751578533,170.4699852278332,-72.3990826043398,-0.3743196105201423
12068-6101,1.3506999057387057,478.0548827235531,0.10043995,30111.1394918971,434.9367823437254,-198.17042555775373,-9.744162076634424
12068-6102,0.7850273520613055,261.4092581011559,0.05659264,16966.04665030912,240.3214544082196,-102.81452953254869,-3.093750008554173
12068-6104,0.7999811683180611,266.814088308082,0.05771699500000001,17303.11979942371,244.65691202698594,-106.30750787004798,5.609535413235022
12068-9101,0.8058220919716717,268.92976954421823,0.058156660000000006,17434.92805047028,246.42685864431374,-107.68908034929,0.2936993801716008
12068-9102,0.7875267987022792,262.31147602494815,0.056780442999999986,17022.34857329889,241.05345767582986,-103.38983305140958,-3.329176852542338
12069-12701,0.5261959837713182,170.47127419798915,0.037415035,11216.74530880603,157.63585182810164,-64.83692962113147,2.750654907332633
12069-12702,0.23059113636478495,72.41871347090394,0.01614548,4840.29313478984,67.75365243367443,-25.538874239769157,-1.2955868334396965
12069-12703,1.1948350836633375,415.7880849237381,0.08808154600000001,26406.18317978007,387.5710187648899,-150.33010094007773,-8.324525778746793
12069-12704,0.5470706741755903,177.62552571205015,0.03894214700000002,11674.56196892733,164.72657500710542,-66.45276266568898,0.11491304656109157
12069-12705,0.7868229207526936,262.05735184107647,0.05672755000000001,17006.4916508179,246.35585884142805,-89.33354830235287,-1.5374056625721375
12069-1902,0.5379393658966236,174.49219422204783,0.038273720000000004,11474.17259560376,162.42688801585936,-63.75697893232176,0.2820129993959929
12069-3701,1.2167684454789516,424.4282198141706,0.08980753000000001,26923.62016560874,395.33920459252386,-154.21400544705028,-8.016708224303505
12069-3703,1.5492362194215812,560.3660226165605,0.11650258999999999,34926.59781946622,522.0279125068075,-203.6593991787511,-4.448257303555753
12069-3704,0.7397338218996108,245.1407403567244,0.053198155000000004,15948.40564851499,230.3658740032378,-83.74726439803169,-3.455775341875424
12069-6101,1.2069407248108541,420.55192748113444,0.08903364000000001,26691.61378028712,391.81474775135666,-152.54562479224268,-8.657915995345961
12069-6102,0.7701059006569235,256.03284797836716,0.055472530000000006,16630.24612017874,239.15935739643976,-91.34078398760876,-3.5330148831658352
12069-6104,0.8175681696613434,273.1921845405043,0.05904166799999999,17700.24677413994,256.17290491610055,-94.91670369929992,0.4814973715076064
12069-9101,0.8215972928445435,274.65667187521507,0.05934550199999999,17791.33391582391,258.2935945415581,-93.38424321283306,-0.29923892991496215
12069-9102,0.8012767557797338,267.28315024842425,0.057814494,17332.34926428625,251.34782525099757,-90.90214326283849,-1.1633995608113599
12070-12701,0.5524016138396647,179.45754109753207,0.03933268,11791.64081692744,169.5123157002414,-58.896489853223116,1.3369239631665184
12070-12702,0.6874377398414914,226.54655028863706,0.049299420000000004,14779.59429977436,215.0429632407143,-71.24076584442899,2.1486484668270673
12070-12703,1.4216049684567864,507.05934229526514,0.10613464,31818.36460454512,479.90215705616964,-163.6223271911314,5.552504507038243
12070-12704,0.6875482690194755,226.5856369196262,0.04930763699999998,14782.05769440174,214.83805119041136,-71.98395851235632,1.9930719681508478
12070-12705,1.1490120935932082,397.86430488382234,0.08448929000000001,25329.25192377482,378.92221978520354,-121.30078933677896,-0.2737882675711722
12070-1901,1.0091003469730608,344.185344889636,0.073633745,22074.84140529521,324.50937884237743,-114.62978880740626,4.150445530479318
12070-1902,0.8244258321949197,275.6855097786901,0.05955888,17855.30303092704,260.34606069494,-90.65437928745392,2.052437226647904
12070-3701,0.8057867651407442,268.9169658444823,0.058154000000000004,17434.130602532,253.79792956605692,-88.88567339905127,-1.5108048790168298
12070-3702,0.7251210942903398,239.9247368282695,0.05210655,15621.1507023999,227.4961973027155,-76.21882573065153,0.22396240506450085
12070-3703,1.4896924408762287,535.3193944231215,0.11164668000000001,33470.83262473944,510.9737312788893,-159.59577870367633,1.3738298417586232
12070-3704,0.5916293571617303,193.00098134024228,0.042213227999999985,12655.20738223442,184.65923901581493,-56.11276819752078,-1.3044115945421522
12070-6101,1.0084578301786908,343.9424272675883,0.07358428,22060.01217136024,324.6057225960237,-113.58046320529164,5.195816654287258
12070-6102,0.7967046133403657,265.62838918120474,0.057470480000000004,17229.21646163984,251.14308648556477,-86.448926663423,3.4891730034231183
12070-6103,0.5963225338109176,194.6287096223643,0.04255866,12758.76529058628,186.36015249227944,-56.12582615736069,0.3461364972022165
12070-6104,0.23222442662869436,72.9441195122898,0.016261209,4874.987816161722,69.85400150842757,-21.00618579141174,0.056596647497138906
12070-9101,0.5506642464518464,178.86025965786314,0.039205380000000005,11753.47723702404,168.74096216100043,-59.24778776688227,2.679518350098728
12070-9102,0.36926784274895547,117.66943986809889,0.026041793,7807.133134197194,112.48267613962244,-34.54008233688331,0.8528537402610956
12071-12701,0.3571370830240332,113.65894782783863,0.025170399,7545.895785050741,110.41463378894109,-26.91144019363513,1.6551293876234674
12071-12702,0.36109117958297393,114.9650836689714,0.025454314,7631.011360763811,111.70714913379257,-27.172388434686106,0.3802659184815945
12071-12703,0.4573084396121138,147.08065843985406,0.032399334,9713.075977422972,143.48917383008435,-32.24602268304499,1.941932487341437
12071-12704,0.5928949708263935,193.439776249044,0.04230636399999999,12683.12885260271,188.44057225658025,-43.56862868375693,3.2973258118775197
12071-12705,0.7613233989286622,252.87617603427375,0.05481409700000001,16432.85287268043,246.03834751788597,-58.28686300132365,-3.759462441616008
12071-1901,0.5901407764462631,192.48503015669183,0.0421037,12622.3717138946,186.67271320992919,-46.81340543209922,3.50571663372883
12071-1902,0.3821062372053052,121.92489119534324,0.026965223,8083.970483688134,119.07975050472982,-26.165873157420204,-1.0194089647346853
12071-3701,0.38103372905924554,121.56896035211427,0.026888033,8060.829503855113,118.279355636873,-28.075007513919722,-0.8944855020634198
12071-3702,0.45883350521026206,147.5948788340545,0.03250998,9746.24681373084,143.96077142542572,-32.54338087855012,0.6876842510706586
12071-3703,0.3883643161706679,124.00332623246922,0.027415799000000005,8219.049770243942,121.1986290637936,-26.222293085855128,-0.3295073484307847
12071-3704,0.38959190625265516,124.41135060991235,0.027504219000000003,8245.557419380302,121.63887083910981,-26.115490238988645,-0.38785454256485236
12071-6101,0.7482126801527818,248.17453358993004,0.053832333999999996,16138.52772973697,241.53114639126446,-56.965850615974176,-2.8629196809197985
12071-6102,0.36532714390457144,116.36551704904252,0.025758598,7722.233409053883,113.3216484588291,-26.439916838250845,-0.2614311590877674
12071-6103,1.4120660086110244,503.1322308859461,0.10536584000000002,31587.88416283472,489.3051513003316,-116.80910675076886,8.839866928641326
12071-6104,0.5867142066956874,191.29796608229776,0.041851642999999994,12546.80692630849,186.3352407147854,-43.17672359488342,3.140132894953078
12071-9101,0.22498400919938108,70.61633555280953,0.015748327999999995,4721.229960510223,68.89519070823434,-15.495587645964253,0.07942096229545839
12071-9102,0.21929632315773265,68.79020377289893,0.015345705,4600.526621692889,67.10898202008839,-15.067634386087718,1.2012748859432374
12073-12703,0.25160773115324153,79.1930662421354,0.017636133,5287.179661684913,76.51140520423088,20.394643726465365,1.2669340060891603
12073-12704,0.5647602240946418,183.71247357529123,0.040238895000000004,12063.31723925391,178.09622424642905,44.94533725467677,-3.453189160919909
12073-12705,0.6229205600446674,203.88370293254204,0.044519622000000016,13346.64690861088,197.72206061354453,49.54391312490945,-4.466737119005213
12073-1902,0.6255509886647196,204.80176252600094,0.044713855000000004,13404.87649710559,197.99387304464184,52.35972220405458,-0.8047740384540297
12073-3703,0.6023708358226572,196.72877535038495,0.04300408799999999,12892.3012455683,190.47351439003302,49.0934514130302,-3.447375107028133
12073-3704,0.6506738269650373,213.59533445245827,0.04657169799999999,13961.84381665368,206.5679977345006,54.18396815814986,-4.089841861668556
12073-6104,0.6155729472336231,201.32193001830257,0.043977357000000016,13184.07995137351,194.7199761488879,51.065370862783,-2.6416459863626702
12073-9102,0.6180496507828835,202.18500529185036,0.044160094,13238.86312577105,195.93367117545512,49.791926543647946,-3.0881897037183816
12074-12701,0.257204888857726,81.00220516601347,0.018033672,5406.358855645776,77.52343334698828,23.446319342249765,1.320845620519992
12074-12702,0.21687045129047106,68.011990323634,0.015174053,4549.066646692274,64.71845956791539,20.900966886137137,0.5490010590008111
12074-12703,0.5954857427227169,194.3383702429104,0.042497056999999984,12740.2971757961,184.20829616881917,61.87056675592032,2.5959084252581457
12074-12704,0.6213790096989572,203.3459114763845,0.04440581799999999,13312.52932772064,192.899027348622,64.32998857613416,1.0851414247118598
12074-12705,0.27168249264903427,85.69148106209371,0.019063016000000002,5714.948423533328,81.43122932781462,26.67943648585164,0.4387317784671134
12074-1902,0.25391167401441217,79.93750274972045,0.017799743,5336.228705738294,75.95871096136317,24.898673292882446,-0.5784835381875666
12074-3701,0.6360177526955243,208.45979523390406,0.04548727,13636.74048100966,198.81009821215738,62.637684644538766,-2.5595976646425487
12074-3703,0.5760847632499028,187.62098536489756,0.04107033,12312.57518157114,177.74109523464338,60.07951603335838,0.4347036714501391
12074-3704,0.6047764016823269,197.56475920578546,0.043181326000000006,12945.43586123931,187.65106664060818,61.79398082274039,0.6443622900344735
12074-6101,0.6509298407035178,213.68518156647036,0.04659065600000001,13967.52728207245,202.5155232277111,68.16526627841463,1.5218889889347038
12074-6102,1.4686874803706382,526.5581477056437,0.10994162,32959.66849630196,501.7517216748954,159.65639753997928,-4.304350825958306
12074-6104,0.2562171788803654,80.68280032331057,0.017963503000000002,5385.322718660374,76.42678878900277,25.858465171294256,-0.0015483302711662165
12074-9101,0.6479777892690991,212.64945962874503,0.046372086000000014,13902.00164452739,202.5261943300109,64.78728786111567,2.3538526293838777
12074-9102,0.6673269603285871,219.44965766810344,0.04780595700000002,14331.86535607231,207.7894910875531,70.57382998179888,1.0070580537492244
12075-12701,0.6269746220550909,205.29884146226064,0.044819000000000005,13436.398175102,194.40971030310996,65.95525864593164,1.5436005168256526
12075-12702,0.645425742993374,211.75459050392655,0.04618318799999999,13845.3714487961,200.50222667535255,68.09972557507764,1.1362545094681482
12075-12703,0.24786123207764113,77.9832791182839,0.017370166,5207.444761008028,72.8678544484183,27.7598794253829,1.02796128939879
12075-12704,0.3843208031195224,122.66008489044958,0.027124636,8131.761298795288,114.80445000067417,43.1500219943523,-1.873576062485383
12075-12705,0.2984487163679935,94.39821127140023,0.020970145,6286.691314166409,87.90714256500554,34.39982068933031,-0.09441312209167586
12075-1901,0.6301760419932385,206.4171932809865,0.045055505,13507.30059038129,195.3769244358121,66.60000365901969,0.5954768019548186
12075-1902,0.3947610337035781,126.1305976284683,0.027876662,8357.213021815196,117.8681106349628,44.882278282746164,-1.2717112914779158
12075-3701,0.6105236164632515,199.56372683642158,0.043604955,13072.43664042939,188.93279150071132,64.26548814567727,-0.16851702716892966
12075-3702,0.5939850833394943,193.81781644665443,0.042386595000000006,12707.18150130051,183.4160056040724,62.64069063699682,0.242357001072676
12075-3703,0.6385689451918395,209.3526184189713,0.045675915,13693.29482924907,197.925881160304,68.21920494681133,0.06694939560692688
12075-3704,0.2625965701675913,82.74691718249801,0.018416835,5521.228233230429,77.61977601828863,28.62557455038858,-1.6730677625346937
12075-6101,0.6678397269125289,219.63023972527148,0.04784399600000001,14343.26916138217,207.40774901251004,72.10064716457796,-4.578703942481122
12075-6102,0.590867400956146,192.73686273155417,0.042157161999999984,12638.39921828419,182.1320176724789,63.047052338857384,-0.7039783627148706
12075-6103,0.6527538875664178,214.3254626657518,0.04672574299999999,14008.02534584629,202.87566771257409,69.1032644544403,1.267374769145225
12075-6104,0.6523553165857046,214.18553465399228,0.04669622299999999,13999.17547248613,200.25478034344061,75.9722034213636,1.3001968773329717
12075-9101,0.6329072500340663,207.37187402565823,0.045257337000000016,13567.80830176435,195.1760488969548,69.97323189096574,-3.6264159469249497
12075-9102,0.3922987804311998,125.3114244249278,0.027699228000000003,8304.019646822424,116.863322611673,45.23160411326355,-0.13750965577143442
12078-12701,0.3972901374832061,126.97244742538832,0.028058960999999997,8411.864887116137,111.05650720992786,61.54613582030278,-0.7264826997847998
12078-12702,0.2639070871456485,83.17128669436252,0.018509999999999995,5549.158397579999,72.97334553753623,39.90376517916214,-0.20807686433780978
12078-12703,0.330761630994631,104.9738493122377,0.023279563,6979.037412935853,91.20639039129482,51.961170585430224,0.9696095146681164
12078-12704,1.772747153885413,657.2283636841299,0.1350334,40481.9948980972,572.8609554423555,322.11252906677817,4.792324988407563
12078-12705,0.3892050699619865,124.28276338048236,0.027476354999999997,8237.204002330589,109.17999471569635,59.343766453477485,2.0618948771958046
12078-1901,0.25701855640236493,80.94194411908913,0.018020434,5402.390203086771,72.03785829785102,36.90714562964778,-0.08883191123774076
12078-1902,0.3174967569490442,100.62382938804424,0.022330577,6694.538567388266,88.09085206856986,48.628024675488035,-0.6870507315361454
12078-3701,0.316923541914868,100.4361217379865,0.022289598,6682.253372251884,87.28572626160533,49.677884376465855,-0.8510843849081356
12078-3702,1.4516297784424386,519.4716307461961,0.10856,32545.46924048,457.95088907035,244.95824450462533,11.279042468245692
12078-3703,0.5511964362397669,179.04319581436928,0.03924437200000002,11765.16674454638,155.47291997851255,88.7580406576843,2.57824346920052
12078-3704,0.330616052336064,104.92604392039719,0.023269141,6975.912975938578,91.12133346222778,52.01244177013618,1.0407602792203499
12078-6101,1.2259380889433795,428.0521293203708,0.09053037,27140.32214594946,376.55249837079134,203.39578453750593,-8.185121794516748
12078-6102,0.6661576113002718,219.03791757554768,0.04771921799999999,14305.86165805784,191.31807204685452,106.6515685279325,-0.6690101932801729
12078-6103,0.3867481744709821,123.46631419687571,0.02729941,8184.157225849779,108.26025644700137,59.33457739016928,1.7480106753525786
12078-6104,0.5876187243158972,191.61123541167845,0.041918170000000005,12566.75121916186,167.06372837719672,93.82395544829163,1.2812418729038364
12078-9101,0.8159519889100157,272.60508724221967,0.05891983,17663.72066064214,240.42181645169325,128.37981666773115,-5.431982765643522
12078-9102,1.7811360985694302,660.953275159385,0.13573841999999997,40693.35457683635,576.5949945057345,322.9696157201935,9.384645779165911
12079-12701,0.5634323572023353,183.2547799874615,0.04014147,12034.10995903326,158.6476506296966,91.6670640561678,-3.2228411771400585
12079-12702,0.39271076367896374,125.44845900294177,0.027728912999999997,8312.918985938153,108.61798710009003,62.76205245745299,-0.6111594434805502
12079-12703,0.5985314817124374,195.39538536986493,0.042721305,12807.52503491769,167.89359505892855,99.93671526463281,1.9365702007040464
12079-12704,0.5542881576784551,180.10635127007478,0.03947093700000002,11833.08922279315,156.35063552175782,89.35670965750519,2.855692375995934
12079-12705,0.6979205931308538,230.25761789722554,0.050079174,15013.35866806969,198.11611763717193,117.33658303259689,-0.8371465304738441
12079-1902,0.8248620099615528,275.84421662881715,0.059591790000000006,17865.16920071982,238.16482844930846,139.11514137440096,3.8110074334369326
12079-3701,0.5961995524853417,194.58603592654558,0.04254960600000001,12756.05096967155,169.2003294142815,96.03269225307133,-3.5631337797518365
12079-3703,0.6132471342180561,200.511840802906,0.043805797000000014,13132.64755727903,172.79802325582875,101.68319117747888,2.5239043191576966
12079-3704,0.603287284188066,197.04721085219177,0.043071605000000006,12912.54233295509,169.8726351588694,99.78655195820168,-3.6790184972197113
12079-6101,0.5887410551704388,192.00002367687188,0.04200072600000001,12591.50088532451,167.1656458900945,94.35710227122365,-4.048848854271539
12079-6102,0.6005125804658268,196.08327907053854,0.04286720600000001,12851.26505433235,169.32640174563926,98.85469594696988,-2.2295946181329653
12079-6104,1.0434607119326709,357.2235112102652,0.07628414,22869.40983701612,306.47282298480667,183.5244759310374,1.3462790765309665
12079-9101,0.6418688639665938,210.50817016768343,0.04592,13766.46967136,183.75217538464798,102.7045170759792,-0.7809743567095138
12079-9102,0.5995142146696634,195.7365827622499,0.04279367600000001,12829.22131489561,168.09820040775844,100.27343948383341,1.0208747220794847
12080-12701,0.8320729003636583,278.47004542524985,0.06013608399999999,18028.34443685447,237.81165551401213,144.83804954094887,-3.622444754470939
12080-12702,0.2817766238012751,88.96930168563847,0.019781614,5930.378684267212,75.99964306761181,46.2556315187062,0.08630661289137681
12080-12703,0.5785191817806693,188.46239300440567,0.041249193000000024,12366.1969599864,160.82327571225534,98.23038790820206,2.176799837169964
12080-12704,0.6638279136300769,218.21790460755932,0.04754644,14254.06411674952,185.97462097708055,114.15887911715801,-0.4945325663606152
12080-12705,0.8815566040174346,296.59605265711605,0.06388276000000001,19151.56964422408,252.96953845273117,154.8152078797797,-2.8075747426405697
12080-1901,0.5729821487818811,186.5492455974525,0.04084244,12244.25547831752,159.84613789515933,96.17155333388104,0.9303560226283274
