Plateifu,Age,Distance,Redshift,Velocity,X,Y,Z 
7975-3703,1.2220793993531438,426.526301763745,0.0902261,27049.1042947538,342.77562008329716,-238.57833564545965,86.65989922340522
7975-3704,1.0476025252277785,358.8014499823182,0.07660430000000001,22965.3913903694,288.36451001145986,-203.16526562788675,65.63737287258604
7975-6101,1.0640224888833623,365.07050936135477,0.07787500000000001,23346.33766675,288.49683316550517,-213.70556895898514,66.15121960138104
7975-6102,0.48193902772289204,155.40552922105488,0.034188500000000004,10249.454450333,122.66046926004499,-90.508816189063,30.223202766022496
7975-6103,1.0889151917508704,374.6154251509006,0.0798058,23925.1769446564,299.49046221413045,-211.27260116554385,77.49882451045033
7975-6104,1.0766617923593806,369.91076444487607,0.0788547,23640.0443378526,297.5596829128905,-209.19395104553908,67.30601461184054
7975-9101,0.8784968037135191,295.4698200129437,0.0636505,19081.939847929,233.64205207609962,-171.35889780126809,57.878615951705925
7975-9102,0.31405971025916646,99.49865253244072,0.0220849,6620.8864556842,79.2236755727549,-56.40820684850931,21.016785783036294
7977-12701,1.2480928318994389,436.83653063297106,0.09227990000000001,27664.8180449942,379.7613904922808,-196.83203454094328,88.68252908714882
7977-12702,1.5974609268714481,580.8819106062592,0.12046,36112.99949068,503.01395204754505,-264.77653619159724,119.55811974712545
7977-12703,1.0120737241531228,345.30991901956526,0.0738627,22143.4803875166,299.9145548264017,-151.48563867383575,79.63856636178271
7977-12704,0.38794639696298083,123.86444264919061,0.027385699999999995,8210.026317050599,106.69292165466713,-55.734398857923566,29.200982954886648
7977-12705,0.3818766702832172,121.84869867797649,0.0269487,8079.017012904599,106.17377374715348,-54.348613206109306,24.90910235992644
7977-1901,0.3694780132217712,117.73901233257969,0.0260569,7811.6620988602,100.32610566219297,-55.94319019392196,25.836157195614838
7977-1902,0.5042282450976803,162.97581798311947,0.0358116,10736.0475889128,140.93484235300318,-73.42445495632387,36.157113720093825
7977-3701,0.38880168231737544,124.14868535426466,0.027447300000000004,8228.4935324634,106.84885613680176,-56.32679608842513,28.696864983168926
7977-3702,0.3874201362668478,123.6895719823797,0.027347799999999995,8198.664182892398,105.50450266591474,-58.28745079890115,27.757579393166733
7977-3703,0.3899137164533717,124.51833055517835,0.0275274,8252.5069083492,108.48903400482524,-55.15384956641578,26.32483661779709
7977-3704,0.3829339411375152,122.19963358877747,0.0270248,8101.8312189584,106.38802920202426,-54.67900900654263,24.990871649527058
7977-6101,1.229939075985677,429.63552367491144,0.090846,27234.945639468,375.2863726727074,-189.97598561613015,87.4982661471476
7977-6102,0.8488512148976858,284.5950918542376,0.061404200000000006,18408.5160495236,247.14622031546895,-127.25400604338499,60.987949934472795
7977-6103,0.49213367638821026,158.8636836229161,0.0349304,10471.8704749232,136.27438291666522,-73.0616165914777,36.454940899197695
7977-6104,0.9396341287650304,318.10940854558083,0.068306,20477.623636148,277.56981169391196,-138.47990798878908,70.51177578845991
7977-9101,0.3769166341836737,120.20336497855844,0.0265918,7972.021084644399,102.78474262676245,-56.686637115636294,25.899243383521753
7977-9102,0.8711283329948891,292.7606183865255,0.06309150000000001,18914.355863907,254.59013817463583,-130.66936296914128,61.79125183648141
7978-12701,1.6018952205648194,582.7788062742235,0.12082499999999999,36222.42373785,504.65371520697914,-265.62920594821674,119.98703978981203
7978-12702,0.3470144504802297,110.3200720711554,0.0244441,7328.1568225978,96.125287907778,-47.83677851285689,25.339493837556894
7978-12703,0.38313537895528055,122.26650462389799,0.0270393,8106.178209599399,106.00583119645749,-53.28158207253736,29.545472024344
7978-12704,0.3813070014985942,121.65964313476451,0.0269077,8066.7255221266,105.41798056650374,-53.27663848871456,29.14992165171823
7978-12705,1.3313181356381985,470.2011503018177,0.0988913,29646.8659018154,407.3122943224937,-206.1715609931059,112.60152786070351
7978-1902,0.3622215603787094,115.3386734304792,0.0255355,7655.350311259,100.07838820430793,-50.277018180915896,27.559884723387796
7978-3701,1.0155256725677375,346.61636963413184,0.0741286,22223.1952020988,301.96034856711157,-149.74680817536833,80.86253169956424
7978-3703,0.3922928403035815,125.30944869512658,0.027698800000000003,8303.8913356504,108.9659612722748,-53.97539348675994,30.257794272469727
7978-3704,0.3933253677356586,125.65291144284787,0.027773199999999998,8326.1958945256,109.17131482307649,-54.66393122179628,29.700720483577754
7978-6101,0.38953472310639414,124.39234186109384,0.0275001,8244.3225742458,108.59116612711777,-53.15329570749553,29.259878815051266
7978-6102,0.3860161697450012,123.22314271370327,0.0272467,8168.355165388599,107.2599435758546,-53.416765662470475,28.738415935936402
7978-6104,0.37001500028019546,117.91678425818635,0.0260955,7823.234087739,102.49472972594226,-50.89951554344801,28.4330389800318
7978-9101,0.35741429833368027,113.75048396447471,0.0251903,7551.861954757399,98.81628037908142,-49.38891079395275,27.115508934592466
7978-9102,0.3369788176261028,107.01680914924039,0.0237248,7112.5161075584,92.79733843071187,-46.48346230373466,26.087145357783854
7979-12701,0.3600452224732395,114.61947391148414,0.0253792,7608.4927500736,99.62040076432761,-49.705367647018114,27.25391675291667
7979-12702,0.39721022317711524,126.94583999913623,0.0280532,8410.1377827656,110.34387110448968,-55.40163378107969,29.498057175841076
7979-12703,0.3573042545251825,113.71414701095424,0.0251824,7549.4935943392,98.42775213237945,-49.779455212610955,27.656657052714127
7979-12704,0.3597778455013753,114.53113807340218,0.02536,7602.73673488,99.8213464041913,-48.752535150286505,27.861635035712364
7979-12705,0.38893913175021194,124.1943695499394,0.0274572,8231.4614777976,109.34326748674451,-52.02978825144194,27.589715796638217
7979-1901,1.6052588987268888,584.2188940145206,0.12110199999999996,36305.46624871599,514.076932016738,-244.10727043308626,132.09187943819992
7979-1902,0.9347927363471197,316.30608563460817,0.0679362,20366.7603851796,277.8096934231228,-135.13393764762472,67.89795980356456
7979-3701,0.34900414464744445,110.97580430679174,0.0245868,7370.9372063544,96.7634543259895,-47.36585379619276,26.62590735729347
7979-3702,0.350109661611688,111.34026030184349,0.0246661,7394.710748273799,97.01698957118798,-47.40300547608329,27.153496468423462
7979-3703,0.39249824444062287,125.37776902441584,0.0277136,8308.3282640288,109.12640727521119,-53.71793562664937,30.42031546114627
7979-3704,0.36296081787964524,115.58304472471697,0.0255886,7671.2692907788,101.23332679440854,-48.89811584846869,26.83706467634164
7979-6101,1.0969955502300688,377.72443911986215,0.08043370000000001,24113.4166290346,332.41035267949655,-159.59664298274544,81.90250843866303
7979-6102,0.371054109847157,118.26084231221768,0.0261702,7845.6285843516,103.5481214319303,-49.96460861477553,27.69388485362304
7979-6103,0.37660941367795736,120.10151007013218,0.0265697,7965.3956713226,104.1450740333096,-52.279424248881114,29.06953862599169
7979-6104,0.31441511587459076,99.61496352700429,0.0221103,6628.501184117399,86.82965006589835,-42.60052834063466,23.852626962639057
7979-9101,0.9303706600191213,314.6605368379774,0.0675986,20265.5504513588,275.8052730625571,-134.68118321076562,69.30861189636275
7979-9102,0.9436003749423824,319.58811159790196,0.0686091,20568.4907301678,279.648462999537,-137.2193720144993,71.4432793246228
7980-12701,0.3437020252856367,109.22901527560218,0.0242066,7256.9561138228,95.0261256769965,-47.16438275193236,26.010271365878282
7980-12702,0.36159224159248243,115.1306733653932,0.025490299999999997,7641.799692157399,100.09049851379405,-49.862884223603146,27.398117339200546
7980-12703,0.37436265060842283,119.35682277174277,0.0264081,7916.949210109799,104.10823040532273,-50.94283624485836,28.501840982066323
7980-12704,0.37147556388383485,118.40041049479059,0.0262005,7854.712295829,102.33538252209932,-52.24347700396042,28.578764842574763
7980-12705,0.33827275243806404,107.44232600412565,0.0238175,7140.306868414999,93.52940531644434,-46.21845136462059,25.68965768135666
7980-1901,0.3986541539034769,127.4266640321189,0.0281573,8441.3461776434,110.5923282020837,-55.29360236763693,30.814106938328745
7980-1902,0.38041213612497793,121.36270997750718,0.0268433,8047.4188878314,106.8702637840337,-50.408912826649065,27.687462856875694
7980-3701,0.37315980370827145,118.95828309744991,0.0263216,7891.0171624928,103.69632478164273,-51.45778191855631,27.3905462577036
7980-3702,0.3441623465206944,109.38059243170095,0.0242396,7266.8492649368,95.08017303765936,-47.284213217275145,26.231238557527025
7980-3703,0.3764954198483927,120.06371857062796,0.0265615,7962.937373166999,104.60689801026655,-51.498116515502005,28.646769469390893
7980-3704,0.34107916750052397,108.3656222140582,0.0240186,7200.5951317188,94.38974091301166,-46.6213140764651,25.693150098773696
7980-6101,0.9338275547157543,315.9467917685824,0.0678625,20344.665681025,277.0642606591426,-135.26381715417537,69.00340906900517
7980-6102,0.3651462359255038,116.30568269471294,0.025745600000000004,7718.3367066848,101.498145818085,-50.32307756406669,26.319690101802703
7980-6103,0.37107497434522285,118.26775148564347,0.0261717,7846.078273038599,103.51379868465737,-50.48227448126587,26.901570335954048
7980-6104,0.3554486419311832,113.10154046378548,0.0250492,7509.5612389336,98.66971811432515,-48.388688293678555,26.735370349747104
7980-9101,0.3434565115898296,109.14817707066906,0.024189,7251.679766561999,95.07454905273157,-46.903856750854395,25.965032296633048
7980-9102,0.39087848513019363,124.83909316809923,0.027596899999999997,8273.342484180199,108.60983716706731,-53.78208530057357,29.936428549483182
7981-12701,1.5653688346687367,567.2061068239246,0.11782400000000001,35322.746571392,509.1244710499373,-209.1367556056996,137.0286760178207
7981-12702,0.9401000656189676,318.28305668787385,0.0683416,20488.2962476528,288.493087000412,-112.17073022170466,74.11862255249076
7981-12703,0.5167553171817578,167.2459021842127,0.0367255,11010.027916279,151.4514534714755,-57.44850999859368,41.63313269176621
7981-12704,0.33649581556257124,106.85800081856837,0.0236902,7102.1432885116,96.85682531290634,-36.97098409568838,25.894672506959115
7981-12705,1.3238714838426868,467.1921282625539,0.09829720000000002,29468.7592025176,426.90201201128986,-160.54596614693017,101.23314479534821
7981-1901,0.8802148229847271,296.10208981145263,0.0637809,19121.0327844522,267.7539814534374,-101.68386549564232,75.13084921925193
7981-1902,0.4238191514055714,135.82970363678675,0.0299741,8986.0091153378,123.03463042502223,-49.683530522151614,29.04711519393862
7981-3701,0.9320645579042336,315.29069336759284,0.0677279,20304.3136161782,285.9392726833494,-111.37052749009197,72.41242481862668
7981-3702,1.1615747711892677,402.7611908236493,0.0854723,25623.9509079134,362.66799804380116,-145.89744749971405,96.96615307236686
7981-3703,0.5290756560850387,171.45636349188743,0.0376255,11279.841128479,155.44695606607826,-58.793882412972835,42.152198311149604
7981-3704,1.1906869821839645,414.1584803524953,0.0877556,26308.4670272648,377.2868270860815,-145.77735704086328,89.05537114282416
7981-6101,0.5282219641115979,171.1642678623221,0.0375631,11261.1340790998,154.94617320598252,-59.16988666577566,42.282555665731486
7981-6102,1.1297726134262642,390.38965552665593,0.0829865,24878.726815817,353.1363915957812,-136.6999056959185,94.93106896932711
7981-6103,0.3353524276356463,106.48212480935133,0.0236083,7077.590286201399,95.958876106672,-37.47066189349593,26.94970310637876
7981-6104,1.1415494213897617,394.96145225641254,0.08390600000000001,25154.385980948,358.4980108412284,-134.00790182651411,97.54797404063439
7981-9101,0.520735174052022,168.60483617637652,0.0370161,11097.1476045738,152.69027463870825,-61.095706977678006,37.15622964882641
7981-9102,1.2600732883017405,441.6037649999655,0.0932278,27948.9913159324,399.75246084001145,-158.19187093261493,100.93159706127092
7990-12701,0.42091792794472144,134.85869382437156,0.0297644,8923.1426368952,-8.796544367277596,-73.22805317912862,112.90323438593254
7990-12702,0.4015247217492855,128.38298146652403,0.028364299999999995,8503.403216449398,-10.637033060330095,-69.33970707596667,107.5223161977384
7990-12703,0.16335984645694754,50.94517900139828,0.0113986,3417.2143117588,-2.9735831846241947,-26.65774889442627,43.312047866735035
7990-12704,0.38007862449552426,121.25205865318122,0.0268193,8040.2238688394,-8.308859739427682,-62.99343494303177,103.2707690081905
7990-12705,0.41747598950133186,133.70747029941882,0.0295157,8848.5842525906,-6.708084863627914,-72.04187778520586,112.43957068805355
7990-1901,0.42441948502342447,136.03070218019297,0.030017500000000003,8999.020108015,-7.1368134621928485,-73.52147816963634,114.22788659952482
7990-1902,0.424873168277627,136.18261712496616,0.030050299999999995,9008.853300637398,-7.057438239715932,-73.59705757968594,114.36507722250754
7990-3701,0.4299161725209269,137.87222078133655,0.030414999999999998,9118.18761007,-12.189032798957362,-73.75883690650575,115.84390670554511
7990-3702,0.4199506570977745,134.53508811240218,0.0296945,8902.187144081,-10.070363807726467,-72.57357294979765,112.8333027766725
7990-3703,0.4040756129159844,129.2332782166838,0.0285483,8558.5650287214,-9.532640202292585,-68.69229452043517,109.04924411898611
7990-3704,0.4112283328392584,131.61991960575506,0.029064500000000004,8713.317895541,-9.943587765990072,-71.42990893968208,110.10311715948012
7990-6101,0.38497174036378223,122.87624791977323,0.0271715,8145.810772547,-10.458685129613585,-66.32934831813165,102.9058101367126
7990-6102,0.3796728363222232,121.11743799733915,0.0267901,8031.4699290658,-9.827861751632485,-65.49409239825742,101.40695627696658
7990-6103,0.4136021492479257,132.41277208234175,0.029235899999999995,8764.702322842199,-10.4040020703411,-67.87038857613926,113.21885578813443
7990-6104,0.3714547002594503,118.39350103627996,0.026199,7854.262607142,-9.005769667971084,-61.04306675329399,101.04286813856764
7990-9101,0.3965887525236591,126.7389367309939,0.028008400000000003,8396.7070806472,-12.21910568778987,-67.60948142067426,106.50074911436538
7990-9102,0.41289172824647297,132.17545116716983,0.0291846,8749.3229697468,-10.902607622537037,-68.55020612938756,112.48267545667807
7991-12701,0.40890380227123296,130.8439070061067,0.0288967,8663.0127210886,-15.143921197543664,-69.76168573703599,109.65444293101996
7991-12702,0.45458792057080977,146.16376010831635,0.032202,9653.916732516,-15.218743845815375,-77.19216815725368,123.18118273477965
7991-12703,0.4242811626596158,135.9843880544024,0.0300075,8996.022183435,-14.04237012319444,-71.97381235541997,114.51784127759441
7991-12704,0.3548314178319326,112.89782417392047,0.025004900000000004,7496.2804330442,-9.290472220833246,-60.863074110943515,94.63240480345611
7991-12705,1.508206930824338,543.0739004721553,0.113153,33922.416000074,-46.54132806224328,-297.7373480285186,451.7915866250586
7991-1901,1.2524007826756904,438.5493667110843,0.0926206,27766.9573354348,-46.170371196057864,-227.92150532848964,371.8139740180654
7991-1902,0.39877204446198755,127.46592755102172,0.0281658,8443.8944135364,-14.205476876958205,-66.99027860530929,107.50846332044546
7991-3701,0.9938796417890183,338.43954913162577,0.07246290000000001,21723.8309048082,-33.7578842647258,-189.029832971644,278.69240375923397
7991-3702,0.3774448635599561,120.37850764735153,0.0266298,7983.413198048399,-13.336748168883776,-63.610606168020254,101.3252536864343
7991-3703,0.38048300584724687,121.3862238732614,0.0268484,8048.9478293672,-12.977189781175614,-63.95781464456862,102.35040711928745
7991-3704,0.3890918510227495,124.24513052485085,0.0274682,8234.7591948356,-11.454772624374135,-66.5113229830901,104.31627178106099
7991-6101,0.4633835668208536,149.13003264194265,0.0328402,9845.2442792116,-17.579630611606756,-79.83868826472386,124.72572741625757
7991-6102,0.3897735045500441,124.47171878098624,0.0275173,8249.4790045234,-10.544309929103854,-67.19513252706102,104.2441387756771
7991-6103,0.4396171659756049,141.12741042324544,0.031117099999999998,9328.6718948318,-16.202622482470414,-75.15484189561334,118.34766891285636
7991-6104,0.3992754901077117,127.63361122689261,0.028202099999999997,8454.7768797618,-13.230070735667413,-66.98491034782897,107.83471485954846
7991-9101,0.4008175605484013,128.14734083615673,0.028313300000000003,8488.1138010914,-13.133768315313333,-68.6850018870597,107.38536031039054
7991-9102,1.829113509964842,682.383486502964,0.139784,41906.188949072,-64.1886353926533,-377.38228623135655,564.8979127038481
7992-12701,0.9343186707433306,316.12960323633837,0.0679,20355.9078982,-42.879561906520394,-139.7148923997263,280.3194928198938
7992-12702,0.8498187829843028,284.9489619231433,0.06147740000000001,18430.4608574492,-37.62975482615535,-126.44717282313965,252.56885187575185
7992-12703,0.22867169015807642,71.80148273259306,0.0160095,4799.527356351,-8.160231332928761,-29.57351580205267,64.9174145379935
7992-12704,1.3446252054375623,475.5899135685097,0.0999542,29965.5153054236,-56.5605396014584,-206.99612525525797,424.42817458010956
7992-12705,1.407001468976854,501.0503861724677,0.10495800000000001,31465.616806764,-61.45638861679109,-220.04415876338666,445.931799691247
7992-1901,0.23394297251093066,73.49714335697642,0.016383,4911.499839414,-8.359869123583646,-31.439770872467673,65.90510964530164
7992-1902,0.38352157200184567,122.39471641589931,0.0270671,8114.512439931799,-12.308076755859295,-54.384696152715065,108.9554160080037
7992-3701,0.6130817593654038,200.45425503423945,0.0437936,13128.9909886688,-27.405488583454577,-85.20862167446407,179.36091644829457
7992-3702,0.753326443150214,250.00685913851663,0.05421510000000001,16253.2780897158,-30.93216433739247,-103.18765370818248,225.607931925965
7992-3703,0.7828129892658665,260.61033761968696,0.056426300000000006,16916.1791728454,-29.585455605785405,-116.20809214158766,231.38307676158516
7992-3704,0.5153799185716587,166.77652923901994,0.0366251,10979.9287534958,-22.923417878839384,-72.59106233855518,148.38957270079922
7992-6101,1.4094233362888762,502.04565081141965,0.105153,31524.076336074,-65.02429695342298,-218.19699054148268,447.45027614586974
7992-6102,0.3205347054097148,101.61902290063391,0.0225478,6759.660384492399,-12.6958121371226,-43.95423183948755,90.7373554433841
7992-6103,1.2479941810140591,436.79732520492064,0.09227210000000001,27662.4796638218,-57.15745328631728,-182.60107709785675,392.6598725139841
7992-6104,0.38441197922945786,122.69036086483591,0.0271312,8133.7291364896,-13.334740574640163,-50.75497371096736,110.90104592180236
7992-9101,0.27219804810978276,85.85872867651118,0.0190997,5725.9460100626,-10.952359186638384,-35.83898717705819,77.24852177431151
7992-9102,1.5845581116206213,575.3723973868398,0.119399,35794.919692742,-71.0113204086265,-256.79082748658607,509.96986084204747
7993-12701,0.5760598527410598,187.61237774851915,0.04106850000000001,12312.026561373,152.3852544570981,99.62896604884705,45.290259797622966
7993-12702,0.6852594409468701,225.7764176854844,0.0491375,14731.051904975,184.95066404832724,117.43887960066941,54.55595484557653
7993-12703,0.8303593127725766,277.8456897969863,0.060006699999999996,17989.5560894686,225.4233278425196,149.29530533437398,63.980171993228346
7993-12704,0.5760707425891064,187.61614063825138,0.0410693,12312.2663953394,152.14546488445583,100.34528520825657,44.524122445687595
7993-12705,0.6252794251003589,204.70695949200257,0.044693800000000006,13398.8641593604,168.17993488533543,108.16510422708029,43.826464538787185
7993-1901,0.3817460662932673,121.80535325707096,0.0269393,8076.198963799399,99.15647170002865,64.1786247467996,29.75974340767656
7993-1902,0.37573218225017685,119.81071129852491,0.0265066,7946.4787672228,97.65363634335229,63.15040912123813,28.816656270272475
7993-3701,0.8313301518008686,278.19939333664144,0.06008000000000001,18011.53087664,225.47252735413318,149.95641137585307,63.79746506477303
7993-3702,0.6807860904779705,224.1959672536693,0.048805100000000004,14631.4008919358,184.3850269573645,115.97913240209236,53.05501309017135
7993-3703,0.518036011455,167.68307654223563,0.036819,11038.058511102,135.66971751923887,89.17577294641104,41.94071323105175
7993-3704,0.3119339983850294,98.80316542856933,0.021933,6575.347981314,79.64409861317031,53.46732836975057,23.66702034059436
7993-6101,0.3617969139670192,115.19831792376806,0.025505,7646.206641289999,93.8600372170738,60.52789138745822,28.236859426344207
7993-6102,0.9600279724936608,325.7256949323721,0.0698659,20945.2698913822,264.98369892651317,172.2966813477425,78.70655143604145
7993-6103,0.3602415726822039,114.68434709323597,0.0253933,7612.7198237314,93.36886157352822,60.35912588361888,28.134162138414503
7993-6104,0.842834675306343,282.39625165489974,0.06094920000000001,18272.1104811336,229.0887024263032,149.5724284844111,69.95783020252907
7993-9101,0.8958124487383278,301.8527191331613,0.06496590000000001,19476.2868471822,248.92523405995527,155.2623515679345,71.02741781787327
7993-9102,0.839683347445253,281.24564625794795,0.06071100000000001,18200.699917638,229.92580268875378,149.05648360886397,63.36721148309705
8075-12701,0.5099352674985438,164.91978498522786,0.0362278,10860.8212099324,160.1588886389144,-2.305608410414307,39.27276460066732
8075-12702,1.4335680419637271,511.9955395266936,0.10710000000000001,32107.7722518,492.44496076607527,-9.045508120699283,139.84123817446365
8075-12703,0.5961573630269477,194.57139671829268,0.0425465,12755.119814297,186.89834220263617,1.544798918857478,54.08004899326399
8075-12704,1.0296896786083205,351.98683306954337,0.0752207,22550.5985454806,338.29096000101737,-8.685241600153502,96.84277781158296
8075-12705,0.30155058163728493,95.41034118462315,0.0211915,6353.051873706999,92.12190880565242,0.6294490613493576,24.82520728711887
8075-1901,0.6009048644981907,196.21952479030313,0.0428961,12859.9272576138,188.50309442883508,-0.46528577289583245,54.483656346060414
8075-1902,0.5067791419060507,163.84443813797787,0.0359976,10791.8089861008,158.68055474387447,-3.27670015336413,40.67855320719821
8075-3701,1.379494280105968,489.78165728637987,0.102747,30802.775682126,475.22389207666384,-2.0545045453097814,118.50781925583458
8075-3702,1.7857324355528372,662.9969625183057,0.13612499999999997,40809.24834524999,643.0913200927332,-3.09352602722462,161.21090666144255
8075-3703,0.2850779816263688,90.04282723239243,0.0200168,6000.8856732944,86.6057481466711,0.013314292172935087,24.640514334880862
8075-3704,0.5609380373153376,182.3953705925764,0.0399585,11979.256932993,176.62801829815172,1.4068728891441322,45.48225010204372
8075-6101,0.5875185242525239,191.57652936779226,0.041910800000000005,12564.5417487464,185.54749538247222,1.233661701111011,47.66730158827148
8075-6102,1.2791373333256064,449.21432291740757,0.09473880000000001,28401.9777199704,434.5679485648886,-1.2424171037052516,113.76582260938346
8075-6103,1.9389715551370015,732.2788139823643,0.14913500000000002,44709.54822383,704.7274145499275,1.8734614064343125,198.9673911261628
8075-6104,0.5233391146986835,169.4945673267892,0.0372063,11154.1681300854,162.80725367378045,0.2705321762792117,47.13950908567434
8075-9101,1.0091763964379474,344.2140992160619,0.07363960000000001,22076.5966901368,334.0607639715537,-7.773660149255417,82.62156063492559
8075-9102,1.017936972241338,347.52952585407377,0.0743144,22278.8966407952,336.805323762458,5.307666467256001,85.50306370122372
8077-12701,0.6156128400077224,201.33582823185068,0.04398030000000001,13184.9622405774,153.1032869221205,130.69960062991794,-3.6212785902329374
8077-12702,0.38690356723341746,123.51794032293178,0.0273106,8187.5119034548,93.26360416194467,80.98440239264824,0.3290736225642073
8077-12703,1.0288809774372416,351.67977698911193,0.07515830000000001,22531.8914961014,261.9945979234243,234.58354131881472,-2.838722314473575
8077-12704,0.34789152845994437,110.60909232193963,0.024507,7347.013768206,83.10996794973308,72.96396529983562,1.834202661128465
8077-12705,0.6139711724626329,200.76398403602735,0.0438592,13148.6573739136,149.89842127469856,133.52946874383517,-2.5537349824094417
8077-1901,0.3473365663449056,110.42621160398004,0.0244672,7335.0820283776,82.84804400305329,72.98631225610973,1.774270928795751
8077-1902,0.6144199144312197,200.9202755474554,0.0438923,13158.5805042734,150.04486226266602,133.6181769226291,1.2958512707796257
8077-3701,0.40971980751721176,131.11627650455577,0.028955599999999998,8680.6704968648,98.20759054709728,86.8659343144192,-1.0279003044160904
8077-3702,0.35172240022935153,111.87208214283012,0.0247818,7429.3967356644,83.33753931145921,74.63380027011573,0.11472455533844399
8077-3703,0.6276095649444007,205.52058690552747,0.0448659,13450.4584413822,153.2901398718831,136.87747404201414,-2.324168653246154
8077-3704,0.35019609009754155,111.3687567219451,0.0246723,7396.5694615134,82.5043673137625,74.80631194724255,-0.2122281776520077
8077-6101,0.4002712079756128,127.96530862247636,0.0282739,8476.3019782462,95.54133474479896,85.12395110876592,0.9415485437940586
8077-6102,0.31325090361270774,99.23399227297408,0.0220271,6603.5584516118,75.39243608559707,64.52074012481589,0.6632475087117172
8077-6103,0.6605296004322836,217.05763432803747,0.0473019,14180.7528690702,167.61145372047918,137.9059904614424,1.5345998306570932
8077-6104,0.6399167818854428,209.82450254484547,0.0457756,13723.1796404248,155.8362031511131,140.4770786981805,-2.7549983778730582
8077-9101,0.6005369374722962,196.09173827565422,0.042869000000000004,12851.802882002,146.52314742399693,130.28661920624782,-2.8868572426628867
8077-9102,0.3478538812922438,110.59668550992578,0.0245043,7346.2043285694,82.0013494822363,74.2043056329611,-1.0613926717608468
8078-12701,0.37799669308259287,120.5614958192088,0.0266695,7995.314958630999,91.15242479296406,78.90432762080346,0.6456091983904523
8078-12702,0.500651717526632,161.75872889108476,0.035550899999999996,10657.8916951122,121.12291739494086,107.21344751155029,0.6339770388969207
8078-12703,0.3975348145323672,127.05391526450519,0.028076599999999997,8417.152926282799,93.5685127390189,85.95108606860742,0.2039889089145165
8078-12704,0.610296374558744,199.48464337471472,0.04358820000000001,13067.4136177956,147.87326748051004,133.88015335204034,-1.9298304093381964
8078-12705,0.3539814504832628,112.61733312364163,0.0249439,7477.9930931062,83.31252713216684,75.75316556738996,-1.7732594995768143
8078-1901,0.3543479210638683,112.7382631349042,0.0249702,7485.8776347516,84.60636555851005,74.48806678139103,1.7907509111249453
8078-1902,0.34966774894553426,111.19456483460019,0.0246344,7385.2073273552,82.34793156298628,74.71288431676636,-1.0170216926500109
8078-3701,0.3466825622063982,110.21071987911226,0.0244203,7321.021762097399,81.35906864681276,74.33440578352952,-1.2250885702399035
8078-3702,0.38806303129307773,123.9032015455641,0.0273941,8212.5445736978,91.9306650575415,83.04339750412063,2.133144695374859
8078-3703,0.3366144743921694,106.8970136917639,0.023698699999999996,7104.691524404599,78.94707950861319,72.05684119377017,-1.4634925533302754
8078-3704,0.32787586463423707,104.02648534732467,0.023073,6917.111383433999,77.01817088182968,69.9044362504774,-1.755220851453664
8078-6101,1.8029621808363911,670.6755318350888,0.137576,41244.247201808,495.86478477257305,451.48829611326147,-9.061053883131386
8078-6102,0.4115039696222381,131.7119619911445,0.029084399999999996,8719.283765455199,97.05629538042534,89.03785624638807,-0.6136885462933981
8078-6103,0.39970956930386314,127.77820494349358,0.0282334,8464.160383697199,94.33354951952482,86.18832187115615,-0.15577760683459133
8078-6104,0.6187286420302973,202.42169596387959,0.044210200000000005,13253.8845266716,148.6650637897294,137.37371860747206,1.3050828495075486
8078-9101,0.3113377630403326,98.60814516437019,0.0218904,6562.5768226032,72.81488408866832,66.48313941508658,-1.245440253669219
8078-9102,0.3294420533829112,104.54057673228331,0.0231851,6950.7181179758,77.01463127767425,70.67514301243456,-1.582059687310775
8079-12701,0.3337117979053811,105.94294188875033,0.0234908,7042.364672386399,78.54161853606136,71.07565742693879,-1.836304742516592
8079-12702,0.31254279208973695,99.00231825624941,0.0219765,6588.388953236999,73.72401278653959,66.07582162489265,-0.46341704458519134
8079-12703,0.6076363330483269,198.55918805210473,0.0433921,13008.6243167818,145.01673223129959,135.61778517035708,1.9274019698888363
8079-12704,0.3938041228129352,125.81219081766469,0.027807699999999998,8336.5387343266,93.58663532390477,84.0798543870667,0.9094687133657655
8079-12705,0.9221403693968461,311.60189996555476,0.06697070000000001,20077.3107669806,228.58604311811828,211.75683844948028,-1.7906210168731602
8079-1901,0.3483697740523039,110.7667089810127,0.0245413,7357.2966495154,81.77761313797002,74.69411244914434,-1.5733319342875727
8079-1902,0.30292494500647976,95.85900040992124,0.0212896,6382.461513836799,70.60991663908753,64.81044552262368,-1.6714613275270354
8079-3701,0.6201635413567018,202.92199969033152,0.044316100000000004,13285.6325479738,151.92037428644937,134.50733399087318,-2.305414855450761
8079-3702,0.5974137289725738,195.00739477218565,0.042639,12782.850616662,145.9667082175918,129.29822211690544,-1.8904669695263363
8079-3703,0.6346370910423543,207.9768118994219,0.0453852,13606.1406648216,153.5261664956944,140.28489107707048,-2.054221136663253
8079-3704,0.3196663107260765,101.33448373792481,0.0224857,6741.0432728506,74.33756572878174,68.85034915463494,-1.4944354237173663
8079-6101,0.3188691643785539,101.07333501860036,0.0224287,6723.9551027446,73.71679092319587,69.11874756289191,-2.06216466492754
8079-6102,0.31999074433478775,101.44078201314599,0.0225089,6747.998457876199,74.20531917926402,69.14327142269393,-1.735188148251406
